,slug,name,last_name,profile_picture,company_picture,company_name,company_role,bio,verticals,vertical
102,allan-lopes,Allan,Lopes,QWxsYW4gTG9wZXMgMTAwNDggOTc5MzY=.png,QWxsYW4gTG9wZXMgMTAwNDggOTk3NjEgY29tcA==.png,Soar Desenvolvimento Humano,Consultor de Carreira | Tech Recruiter | Gestor de RH,"Gestor de RH, recrutador e consultor especialista em recolocação com mais de 1.500 profissionais recolocados no Brasil e no exterior, com experiência em empresas como Accenture e Soar. Graduado em Gestão de RH, MBA em Gestão de RH, colunista do Portal Carreira e Sucesso da Catho e criador do treinamento Rota do Emprego. ",['CONSULTANT'],carreira
103,daniel-muller,Daniel,Veiga,RGFuaWVsIE11bGxlciA0Njg2IDEzMTI4.png,RGFuaWVsIE11bGxlciAxNDIgMjY3NzFfYWRt.jpeg,Nubank,Product Manager,"Product Manager com experiência em empresas como Nubank, Ambev e Locaweb, Daniel é graduado em Design Industrial pela UFRJ.",['PM'],gestão de produtos
104,nicolas-sylverio,Nicolas,Sylverio,Tmljb2xhcyBTeWx2ZXJpbyA0MjIzMCAyODYxMA==.jpeg,Tmljb2xhcyBTeWx2ZXJpbyA0MjIzMCAyNTE0NyBjb21w.jpeg,Xp Investimentos,Engenheiro de Software,"Senior Software Engineer com experiência em empresas como XP Inc, Genial Investimentos e Dextra. Sou graduado em Gestão da Tecnologia da Informação pela Faculdade de Tecnologia de Jundiaí (Fatec).",['WD'],programação
105,lorenzo-mazzo,Lorenzo,Mazzo,TG9yZW56byBNYXp6byAyMTcxNiA3NzMwMQ==.jpeg,TG9yZW56byBNYXp6byAyMTcxNiAyODUzNiBjb21w.png,Nubank,Group Product Manager,"Group Product Manager, com experiência em empresas como Nubank, Experian Europa, Serasa Experian, formado em Engenharia Mecânica pela Unicamp",['PM'],gestão de produtos
106,bruno-saldes,Bruno,Saldes,QnJ1bm8gU2FsZGVzIENhbXBvcyAyMTM2NiA5OTc3MA==.jpeg,QnJ1bm8gU2FsZGVzIENhbXBvcyAyMTM2NiA3NDIgY29tcA==.png,Nubank,Senior Product Designer,"Formado em desenho industrial, hoje sou designer de produtos no Nubank, já trabalhei em empresas como PicPay, Fretebras.
","['UX', 'PM']",design
107,gabriela-flor,Gabriela,Flor,R2FicmllbGEgRmxvciAzNTEgODgwOTg=.jpeg,R2FicmllbGEgRmxvciAzNTEgMjczOTIgY29tcA==.jpeg,Superlógica,UX Lead,Bacharel em Design pela UFRN com SWG na Nottingham Trent University (UK). Com MBA em gestão estratégica em UX design na ESPM e atuando principalmente nos seguintes temas: user experience (UX) e product strategy.,['UX'],design
108,carolina-senra,Carolina,Senra,Q2Fyb2xpbmEgU2VucmEgOTgwIDQ4Nzcy.jpeg,Q2Fyb2xpbmEgU2VucmEgOTgwIDU0NDU4IGNvbXA=.jpeg,Itaú,Senior Product Designer,"Senior Product Designer no Itaú, gosto muito de trocar experiências, aprender e ensinar o que aprendi até aqui :)



",['UX'],design
109,cezar-cavalcanti,Cézar,Cavalcanti,Sm/Do28gQ8OpemFyIENhdmFsY2FudGUgMTI2NzEgODkzMTQ=.jpeg,Q8OpemFyIENhdmFsY2FudGkgMjM2IDQ3MzMwX2FkbQ==.jpeg,Livework,Service Design Lead,"Service Design Lead com experiência em empresas como  Livework São Paulo e Orbe Lab, Cézar é formado em Design pela UFPE, Especialista em Gestão de Marcas e Inovação - MBA Branding - Faculdades Integradas Rio Branco (2013). É pesquisador sobre adoção e difusão de inovação, sustentabilidade e sistemas de produto-serviço.

Com mais de 10 anos de atuação no mercado em processos de inovação relacionados a pesquisa quali e quanti, product discovery, inovação social, transformação digital, mapeamento e definição de visão de futuro, construção e posicionamento de marca,  insights e comportamento do consumo/uso.  Trabalhando em diversos segmentos como: startups, cidades/urbanismo, logística, varejo, imobiliário, educação, funerário, empreendedorismo e saúde. 
","['UX', 'PM']",design
110,vitorio-pardini,Vitorio,Pardini,Vml0b3JpbyBQYXJkaW5pIDM2NTEgNDM5Mzk=.jpeg,Vml0b3JpbyBQYXJkaW5pIDM2NTEgODE4MDcgY29tcA==.jpeg,XP Inc.,Design Lead,"Design Lead com experiência em empresas como, Mercede-Benz, SBT e XP Inc, Vitório é formado em Design Digital pela Universidade Anhembi Morumbi.",['UX'],design
111,sidnei-pereira,Sidnei,Pereira,U2lkbmVpIFBlcmVpcmEgMTAzMTMgNzk2NjM=.jpeg,U2lkbmVpIFBlcmVpcmEgMTAzMTMgNjA3MDIgY29tcA==.jpeg,Tembici,Especialista em Desenvolvimento de Software,"Especialista em Desenvolvimento de Software, com experiência em empresas como Vert Capital, Brasilprev e Geru, Sidnei é formado em Jogos Digitais pela FATEC e possui MBA em Transformação Digital na Educação pelo IGTI.",['WD'],programação
112,gabriel-mochi,Gabriel,Mochi,R2FicmllbCBNb2NoaSA0MTIzMCA1ODg0OQ==.jpeg,R2FicmllbCBNb2NoaSA0MTIzMCA3OTE2OSBjb21w.jpeg,Estateably,Senior Software Engineer,"Senior Software Engineer com mais de seis anos de experiência e atuação em empreas como Estateably (Canadá), Monis e KPMG. Formado em Informática pelo Instituto Federal de São Paulo, Gabriel possui conhecimentos sólidos em Desenvolvimento de Aplicações, Arquitetura de Software e Organização de Times Ágeis. Fala sobre software, startups e trabalho no exterior.",['WD'],programação
113,murilo-lopes,Murilo,Lopes,TXVyaWxvIExvcGVzIDMyOSA3MTQ5MA==.jpeg,TXVyaWxvIExvcGVzIDMyOSA3MTIxNiBjb21w.png,Gamers Club,VP of Product,"VP of Products na Games Club, com experiência em empresas como Gympass, Viva Real, Catho e Geekie, Murilo é formado em Sistemas de Informação pela USP. Mais de 15 anos de experiência em desenvolvimento de produtos de diversos segmentos. ",['PM'],gestão de produtos
114,thais-ernandes,Thais,Ernandes,VGhhaXMgRXJuYW5kZXMgMTUxNjIgMjEzMg==.png,VGhhaXMgRXJuYW5kZXMgMTUxNjIgMzMxMzcgY29tcA==.png,Loft ,Content Designer Senior,"Content Designer Senior com experiência em empresas como Loft, Loggi e Trip Editora, Thais é graduada em jornalismo e possui especializações em comunicação integrada e para plataformas digitais. Atualmente, estuda sobre a mente humana na pós em Neurociência e Psicologia Aplicada, no Mackenzie. 

",['UX'],design
115,flavia-fontinhas,Flávia,Fontinhas,RmzDoXZpYSBGb250aW5oYXMgMTI5MTggNDM3MzU=.jpeg,RmzDoXZpYSBGb250aW5oYXMgMTI5MTggNjc2MTkgY29tcA==.jpeg,Vivo,Group Product Manager,"Group Product Manager, com experiência em empresas como Vivo, Medgrupo (Edtech focada no ensino médico) e iPremios (Startup de tecnologia), Flávia é formada em Comunicação Social - Publicidade e Propaganda pela UFRJ, e possui MBA em Gestão e Desenvolvimento Empresarial Também pela UFRJ.",['PM'],gestão de produtos
116,jussara-lage,Jussara,Lage,SnVzc2FyYSBMYWdlIDMwNzM0IDQwMzQ1.jpeg,SnVzc2FyYSBMYWdlIDMwNzM0IDg4MjQzIGNvbXA=.png,Grupo Arezzo - Schutz,Product Specialist,"Senior Product Specialist, apaixonada por produtos, com mais de 12 anos de experiência de Gestão de Produtos. Atuei em Inovação de produto para O Boticário. Atualmente estou no Grupo Arezzo com a marca Schutz, trabalhando com foco em mercado internacional. A minha paixão é pensar em toda a inovação do produto, desde a pesquisa produto / consumidor à concepção de ideias e lançamento. Também atuo fortemente com análise de vendas e performance de produto para entender o ciclo de vida e garantir o melhor mix de produtos para o mercado. 
Vem decolar comigo! Agende sua mentoria para batermos um papo.",['PM'],gestão de produtos
117,tainan-dias,Tainan,Dias,VGFpbmFuIERpYXMgMjQ1IDUzNjQ3IGFkbQ==.jpeg,VGFpbmFuIERpYXMgMTM0NTcgMzE0ODkgY29tcA==.png,Méliuz,Product Manager,"Product Manager com experiência em empresas como Méliuz, Embraer e StartSe, Tainan é formado em engenharia elétrica e possui cursos diversos na área de gestão de produtos. ",['PM'],gestão de produtos
118,diogenes-carvalho,Diógenes,Carvalho,RGnDs2dlbmVzIENhcnZhbGhvIDE0NjUxIDc5MDcw.jpeg,RGnDs2dlbmVzIENhcnZhbGhvIDE0NjUxIDM4NDYzIGNvbXA=.jpeg,RD Station,Sr. Product Manager,"Sr. Product Manager com experiências em empresas como RD Station, PagSeguro e Natura, Diógenes é formado em análise e desenvolvimento de sistemas com especialização em Inovação e Empreendedorismo pelo Boston College e MBA de Gestão e Engenharia de Produtos pela USP.",['PM'],gestão de produtos
119,clecio-oliveira,Clécio,Oliveira,Q2zDqWNpbyBPbGl2ZWlyYSAyMTc4NiA1MDkxMQ==.jpeg,Q2zDqWNpbyBPbGl2ZWlyYSA2NjMgNDMzNV9hZG0=.jpeg,Oliveira Consultoria de Carreira,Consultor em Carreira e Desenvolvimento Humano,"Profissional formado em Recursos Humanos e cursos em PNL, Coaching e Psicologia Organizacional com experiência de 05 anos nas áreas: Administrativa, Consultoria, Desenvolvimento Humano, Inclusão e Diversidade e Recrutamento e Seleção.",['CONSULTANT'],carreira
120,paulo-sellos,Paulo,Sellos,UGF1bG8gU2VsbG9zIDE0OTk1IDgwNTI5.jpeg,UGF1bG8gU2VsbG9zIDE0OTk1IDkxMzMwIGNvbXA=.png,Conta Simples,Group Product Manager,"Group Product Manager na Conta Simples, com experiência de 12 anos no mercado de startups. Experiências como empreendedor e em startups relevantes da América Latina como dr.consulta, Magnetis, Rappi e Nubank.",['PM'],gestão de produtos
121,andrew-maranhao,Andrew,Maranhão,QW5kcmV3IE1hcmFuaMOjbyA0MjIyOSA0NDU1.png,QW5kcmV3IE1hcmFuaMOjbyA0MjIyOSAzMzkgY29tcA==.jpeg,Hospital Israelita Albert Einstein,Senior Data Scientist,"Kaggle Datasets Grandmaster, na posição 1º de 60 mil no ranking.
Senior Data Scientist no Hospital Israelita Albert Einstein com 6 anos de experiência em visão computacional, NLP e machine learning.",['DS'],ciência de dados
122,wagner-ramos,Wagner,Ramos,V2FnbmVyIFJhbW9zIDk3OCA3Nzk1OA==.jpeg,V2FnbmVyIFJhbW9zIDk3OCA4MTYxNCBjb21w.png,Magalu,Sr. Product Designer,"Sr. Product Designer com experiência em empresas como Luizalabs,PorQueNão e Apontador, Wagner é formado em Jogos Digitais pela UNINOVE, em Artes Visuais pela UNIP e em ADS pela Anhembi Morumbi.",['UX'],design
123,bruno-bedo,Bruno,Bedo,QnJ1bm8gQmVkbyAzMjAwNiAxNjAzOA==.jpeg,QnJ1bm8gQmVkbyAzMjAwNiA0ODAwNCBjb21w.jpeg,Globo,Cientista de Dados Sr.,"Cientista de Dados Sr./Especialista da Globo, faz parte do time do Cartola FC. Possui mestrado e doutorado pela USP, trabalha com análise da dados há 8 anos e tem experiência com ciências de dados aplicada ao esporte.",['DS'],ciência de dados
124,juliana-lemos,Juliana,Lemos,SnVsaWFuYSBMZW1vcyAzMDIgODk2Ng==.jpeg,SnVsaWFuYSBMZW1vcyAzMDIgMTM1MDEgY29tcA==.jpeg,Avanade,Senior UX Designer,"Senior UX Designer, com experiência em startups e empresas como Itaú e é formada em Design Digital pela Anhembi Morumbi, cursando pós graduação em Neurociência pela PUC PR.",['UX'],design
125,yan-fernandes,Yan,Fernandes,WWFuIEZlcm5hbmRlcyAzMDkwNSA2MzA5Mg==.jpeg,WWFuIEZlcm5hbmRlcyAzMDkwNSA4NDIyNSBjb21w.png,Remessa Online,Group Product Manager,"Group Product Manager, com experiência em empresas como Remessa Online, XP Inc, Mutant, sou formado em Gestão Estratégica de Negócios pela FIAP e possui diploma do MIT em Liderança e Inovação.",['PM'],gestão de produtos
126,marlon-itaboray,Marlon,Itaboray,TWFybG9uIEl0YWJvcmF5IDM3OCAyNTc0MQ==.jpeg,TWFybG9uIEl0YWJvcmF5IDM3OCA5ODU1NCBjb21w.png,Mercado Livre,UX Design Technical Leader,"UX Design Technical Leader, com experiência em empresas como Mercado Livre, Loggi, Kestraa, Kyvo, Paguemob e Diebold Nixdorf, formado em Design pela UniFOA.","['UX', 'PM']",design
127,vanessa-serradas,Vanessa,Serradas,VmFuZXNzYSBTZXJyYWRhcyAxMTcwNyAxMzY4OA==.jpeg,VmFuZXNzYSBTZXJyYWRhcyAxMTcwNyAzNTQ1MyBjb21w.png,Creditas,Design Manager,"Design Manager com experiência em empresas como Creditas, Loft e Aela, Vanessa é graduada em Design Digital pela Anhanguera.",['UX'],design
128,vittoria-zago,Vittoria,Zago,Vml0dG9yaWEgWmFnbyA0MDA1MCA4NjM2NA==.jpeg,Vml0dMOzcmlhIFphZ28gNDAwNTAgNTg2NCBjb21w.jpeg,Magazine Luiza,Senior Software Engineer,"Senior Software Engineer, com experiência em empresas como Magazine Luiza, BTG Pactual, Sinqia, Pagou Fácil. Formada em Sistemas de Informação pela UNESP, com MBA em Arquitetura de Software Distribuídos na PUC. Experiência em diversas linguagens e tecnologias.",['WD'],programação
129,vinicius-mussak,Vinicius,Mussak,VmluaWNpdXMgTXVzc2FrIDM2OTg2IDc2NzY4.jpeg,VmluaWNpdXMgTXVzc2FrIDM2OTg2IDk3NzcxIGNvbXA=.jpeg,XP Inc,Senior Software Engineer,"Senior Software Engineer & Engineering Manager, Microsoft MVP, atua a mais de 10 anos com tecnologia e trabalha atualmente na XP Inc mas já participou de diversos projetos de nixos diversos, Mussak é formado em Sistemas de Informação, possui um MBA em Arquitetura de Software pela FIAP e Mestrado em Computação Aplicada pela USP.",['WD'],programação
130,fernanda-rocha,Fernanda,Rocha,RmVybmFuZGEgUm9jaGEgMzc2MjEgNDU1NDk=.png,RmVybmFuZGEgUm9jaGEgMzc2MjEgODQ4NzkgY29tcA==.png,Olist,Coordenadora de Product Marketing,"Coordenadora de Marketing de Produto no Olist. Mais de 8 anos de experiência em marketing em startup de hiper crescimento no segmento de e-commerce. Formada em Publicidade e Propaganda e Comunicação Institucional, pós graduada em Marketing e com MBA em Business Intelligence.",['PM'],gestão de produtos
131,aline-marinho,Aline,Marinho,QWxpbmUgTWFyaW5obyA4NDYwIDk5MjY3.jpeg,QWxpbmUgTWFyaW5obyA4NDYwIDIyMzQwIGNvbXA=.jpeg,iFood,Senior Product Designer,"Senior Product Designer, com experiência na concepção de produtos em diversos ramos. Aline já atuou em times dentro e fora do país, e hoje faz parte da frente de Inovação no iFood.",['UX'],design
132,marcela-da-ponta,Marcela,Ponta,TWFyY2VsYSBkYSAzMTk5OSAzNjYzNQ==.jpeg,TWFyY2VsYSBkYSAzMTk5OSA2Nzk2MyBjb21w.png,Shopee,Senior Product Manager,"Senior Product Manager na Shopee com experiência em empresas como Mastercard, Red Ventures (multinacional de tecnologia) e Ambev. Marcela é formada em engenharia mecânica pela USP com intercâmbio na Alemanha.",['PM'],gestão de produtos
133,robson-alves,Robson,Alves,Um9ic29uIEFsdmVzIDExMzY0IDMwNjc4.png,Um9ic29uIEFsdmVzIDE5MSAxNzIzM19hZG0=.jpeg,Loft,"Senior Software Engineer | Backend (NodeJS, Typescript)","Senior Software Engineer, com experiência em empresas como OLX Brasil, MaxMilhas e Loft, formado em Ciência da Computação pelo Pitágoras MG.",['WD'],programação
134,camila-gomes,Camila,Oliveira Gomes,Q2FtaWxhIEdvbWVzIDI5Njg0IDc4NTMw.jpeg,,Awari,"Mentora de Carreira , Coordenadora de Atração e Desenvolvimento","Olá, sou a Camila. Atualmente estou vivendo na Argentina!

Possuo 19 anos de experiência na área de Recursos Humanos e já passei por empresas nacionais e multinacionais nos segmentos de logística, varejo e seguros, como Rumo Logística, Lojas Marisa, Aon Holdings Corretores de Seguros e MAPFRE Seguros. 

Possuo experiência focada em Orientação de Carreira e acompanhamento dos colaboradores, Plano de Desenvolvimento Individual (PDI), Programas de Treinamento e Desenvolvimento, Gestão de Desempenho, Atração e Seleção.

Possuo Pós-Graduação em Consultoria de Carreira pela FIA, Pós-Graduação em Psicossomática pela FACIS, Graduação em Psicologia pela Universidade São Marcos, Formação em Coaching pela Sociedade Latino Americana de Coaching. Sou associada da Associação Brasileira de Orientação Profissional (ABOP).

Conte comigo na sua jornada de desenvolvimento!",['CONSULTANT'],carreira
135,marcelo-peres,Marcelo,Peres,TWFyY2VsbyBQZXJlcyA2MjMgNTM2NjYgYWRt.jpeg,TWFyY2VsbyBQZXJlcyA2MjMgNjE2NTZfYWRt.jpeg,Will Bank,Cientista de Dados Sr,"Tenho 49 anos,sou pai da Beatriz de 11 anos. Sou Cientista de Dados Sr no Will Bank.
Trabalhei anteriormente na IBM onde comecei minha carreira em dados,após minha transição de carreira de Designer(onde trabalhei com tratamento de imagens,3d e video)",['DS'],ciência de dados
136,larissa-moreira,Larissa,Moreira,TGFyaXNzYSBNb3JlaXJhIDI0MyAyNjgyMyBhZG0=.jpeg,TGFyaXNzYSBNb3JlaXJhIDEzNDMwIDg0MDM3IGNvbXA=.jpeg,Itaú Unibanco,Coordenadora de Estratégia CBDC e Cripto,"Coordenadora de Estratégia CBDC e Cripto com experiência em empresas como Itaú, Deloitte e THINC, Larissa é formada em RI pela UFRJ e possui MBA pela FGV.",['PM'],gestão de produtos
137,alexandre-macedo-costa,Alexandre,Macedo,QWxleGFuZHJlIE1hY2VkbyAyMzA4OCA3MDQ4NQ==.jpeg,QWxleGFuZHJlIE1hY2VkbyBDb3N0YSAyMzA4OCA3MjI3MiBjb21w.jpeg,Dock,Senior Product Designer,"Senior Product Designer com experiência em empresas como Dock, Dr.Consulta, Banco BV e Secretaria Municipal da Educação de SP, Alexandre é formado pela FAAP.",['UX'],design
138,thomaz-goncalves,Thoz,_,VGhvbWF6IEdvbsOnYWx2ZXMgMTUwNDAgMTYwNjM=.png,VGhveiBHb27Dp2FsdmVzIDE1MDQwIDc2NDYyIGNvbXA=.jpeg,BOA VISTA,Gerente de Design e Pesquisa,"Atualmente como Gerente de Design e Pesquisa da Boa Vista. Já foi Diretor de Experiências na Nkey, e com experiências passadas em entregas de valor para empresas como Vale, Ambev, BRF, LG, etc. Thoz é formado em Design e possui MBA em Economia Comportamental e pós-graduação em Ciências Humanas: Sociologia, História e Filosofia.",['UX'],design
139,dioney-vitor,Dioney,Vitor,RGlvbmV5IFZpdG9yIDEwMDQ5IDM4MTk=.png,RGlvbmV5IFZpdG9yIDEwMDQ5IDg1MzAxIGNvbXA=.png,NKey,Design Lead,"Senior UI Designer, com experiência em empresas como Huru Systems, Netshow.me e Nkey, Dioney é formado em Desenvolvimento de Sistemas para Internet pela FATERN Gama Filho e possui MBA em Desenvolvimento Full Stack pelo IGTI.",['UX'],design
140,erick-mazer-yamashita,Erick,Mazer Yamashita,RXJpY2sgTWF6ZXIgMTQ5NTQgNTY0NTY=.jpeg,RXJpY2sgTWF6ZXIgMTQ5NTQgNTg3NTcgY29tcA==.png,Nubank,Principal Product Designer,Principal Product Designer no Nubank há 8 anos. Erick também atua como Advisor na Impulso Gov e outras startups. É formado em Character Design pela Nihon Kogakuin.,['UX'],design
141,renata-biaggi,Renata,Biaggi,UmVuYXRhIEJpYWdnaSAyNzA3NyA0ODEw.png,UmVuYXRhIEJpYWdnaSAyNzA3NyA2MDc2MyBjb21w.jpeg,Mercado Livre,Mentora | Data Science,"Sr Data Scientist com experiência em empresas como Mercado Livre, Nubank e EBANX, Renata é formada em engenharia química pela UNICAMP e possui Master Degree em andamento em Data Science. ",['DS'],ciência de dados
142,allan-bravos,Allan,Bravos,QWxsYW4gQnJhdm9zIDUwMiAxNjY0OA==.jpeg,QWxsYW4gQnJhdm9zIDkwIDMwNTFfYWRt.jpeg,Americanas S.A,Senior Data Manager,"Senior Data Manager, com experiência em empresas como Americanas S.A, UOL, Porto Seguro e Secretaria Municipal de Educação  de São Paulo, Allan é formado em Matemática pela USP, em administração e Economia, possui MBA em Tecnologia para Negócios: AI, Data Science e Big Data e especialização em Data Science pelo Massachusetts Institute of Technology.",['DS'],ciência de dados
143,karina-novais,Karina,Brito,S2FyaW5hIEJyaXRvIDY2NiA2Mzk4NiBhZG0=.jpeg,S2FyaW5hIEJyaXRvIDY2NiA4ODY0M19hZG0=.jpeg,Gocil Segurança e Serviços, Coordenadora de DHO ," Coordenadora de DHO  com experiência em empresas como Gocil Segurança e Serviços, Babcock International Group e Grupo CDI, Karina Brito é formada em gestão de recursos humanos e pós graduada em Psicologia Organizacional pela Mackenzie. ",['CONSULTANT'],carreira
144,isabel-jatoba,Isabel,Jatobá,SXNhYmVsIEphdG9iw6EgMjIyMjkgODQ4NzQ=.jpeg,SXNhYmVsIEphdG9iw6EgMjIyMjkgODM3MzcgY29tcA==.png,Sanar,Senior Talent Acquisition,"Senior Talent Acquisition com experiência em recrutamento e seleção de profissionais das áreas de Design, Produto, Dados, e Engenharia de Software. Já atuou com empresas como Quinto Andar, Creditas, Gympass, Ambev, VTEX, Grupo Boticário, Sallve, Enjoei e Olist. Isabel é formada em Design pela Universidade Salvador com pós-graduação em Psicologia Organizacional e Gestão de Pessoas pela PUCRS.",['CONSULTANT'],carreira
145,caio-sabra,Caio,Sabra,Q2FpbyBTYWJyYSAzNDkzMiA0NTAwMw==.jpeg,Q2FpbyBTYWJyYSAzNDkzMiA4OTEwMyBjb21w.jpeg,XP Inc,Senior Product Manager,"Senior Product Manager, com experiência em empresas como CargoX, Loft, Nomad e XP Inc, sou formado em Sistema de Informação pela Anhembi Morumbi e atuo na área de produto há mais de 7 anos! Além disso, tenho mais de 300h de mentoria em Produto e Dados. Será um prazer enorme me conectar com você e poder trocar experiências! ;)",['PM'],gestão de produtos
146,deborah-toschi,Deborah,Toschi,RGVib3JhaCBUb3NjaGkgNjk4IDcyOTE2IGFkbQ==.jpeg,RGVib3JhaCBUb3NjaGkgMjgwMzkgODg4ODkgY29tcA==.png,Deborah Toschi - Carreira e Autoconhecimento,Consultora de Carreira ,"Orientadora de Carreira auxiliando profissionais em seus processos de: Planejamento de Carreira, Transição de Carreira, Recolocação Profissional e Desenvolvimento de Competências. Nesta jornada tive oportunidade de atender clientes tanto no Brasil como Europa e Estados Unidos, onde morei por dois anos no Vale do Silício. Desenvolvi minha carreira na área de Recursos Humanos como Gerente de Recursos em empresas de Tecnologia. Hoje uso este olhar do mercado para apoiar profissionais em seus desafios de carreira. ",['CONSULTANT'],carreira
147,paulo-muniz,Paulo,Fernando,UGF1bG8gTXVuaXogMTE1ODAgNjE0MTQ=.png,UGF1bG8gTXVuaXogMTE1ODAgNTU5MzEgY29tcA==.png,IBM,Design Lead,"Product Design Lead, com experiência em empresas como IBM, Itaú, Concrete Solutions e MJV, Paulo é formada em Desenho Industrial - Comunicação Visual pela PUC-Rio.",['UX'],design
148,leonardo-campadelli,Leonardo,Campadelli,TGVvbmFyZG8gQ2FtcGFkZWxsaSAzOTY3MCA1Mjk4NA==.jpeg,TGVvbmFyZG8gQ2FtcGFkZWxsaSAzOTY3MCAzMDU3IGNvbXA=.png,Pipefy,Desenvolvedor Frontend,"Desenvolvedor Frontend formado pela USP com experiência de mercado nas empresas: Wavy (grupo Movile), Flash Benefícios e Pipefy 
Possui experiência com as principais ferramentas de desenvolvimento frontend: Angular, React, Javascript, Typescript, HTML, CSS, Redux, Apollo e GraphQL",['WD'],programação
149,allan-centurione,Allan,Centurione,QWxsYW4gQ2VudHVyaW9uZSAxNDY0NiA3NDA4MA==.jpeg,QWxsYW4gQ2VudHVyaW9uZSAxNDY0NiA3NDg1OSBjb21w.png,Pier,Senior Product Manager,"Senior Product Manager na Pier, com experiência em empresas como VTEX, WarnerMedia e LiveMode, Allan é graduado em Economia pela UFF e possui cursos de especialização em Gestão de Produtos. ",['PM'],gestão de produtos
150,ricardo-colella,Ricardo,Colella,UmljYXJkbyBDb2xlbGxhIDI4ODg4IDc5MDgz.jpeg,UmljYXJkbyBDb2xlbGxhIDI4ODg4IDg1NTExIGNvbXA=.jpeg,Willbank,Cientista de Dados Sr.,"Cientista de Dados Sr. atuante no ramo financeiro em empresas como Willbank, Zurich Santander 
 e Banco PAN, formado em Estatística e pós graduado em Big Data. Possui ampla experiência em modelos de crédito, precificação e segmentação de clientes.",['DS'],ciência de dados
151,arthur-guimaraes,Arthur,Guimarães,QXJ0aHVyIEd1aW1hcsOjZXMgMTU0OTQgNDI2MTM=.jpeg,QXJ0aHVyIEd1aW1hcsOjZXMgMTU0OTQgNzE5NjYgY29tcA==.png,iVisa,Sr Product Manager,"Sr Product Manager com experiência em empresas como Ivisa, PicPay e Itau, Arthur Guimarães é formado Comunicação Social pela USP e especializações diversas em Produto e UX.",['PM'],gestão de produtos
152,lindy-thiengo,Lindy,Thiengo,TGluZHkgVGhpZW5nbyAxMTI0MCA3MTAxMA==.jpeg,TGluZHkgVGhpZW5nbyAxMTI0MCA0MDUzMSBjb21w.png,Unimed,Gestão em Data Science & Analytics,"Especialista em estratégia de Data Science e Analytics, com experiência em empresas como , Loreal, Leroy Merlin, SulAmérica, Pernambucanas
- Mestrado em Gestão Empresarial/FGV
- MBA em Ciência de Dados/PUC
- MBA em Gestão de Projetos/FGV
- Pós em Estatística Aplicada
- Sistemas de Informação (nc)
- Graduação em Matemática

Certificações: Scrum Master, Product Owner, Lean Kanban, Management 3.0, ITIL, COBIT, PMP-PMI, ITIL, SAP FI.",['DS'],ciência de dados
153,diego-magnani,Diego,Magnani,RGllZ28gTWFnbmFuaSAzMTggOTA5Mzc=.jpeg,RGllZ28gTWFnbmFuaSAzMTggNDI1OTEgY29tcA==.png,iCasei,Chief Creative Officer,"Chief Creative Officer e sócio no iCasei, Diego é pós graduado em Gestão do Design e possui diversas certificações na área.","['UX', 'PM']",design
154,amanda-ulitska,Amanda,Ulitska,QW1hbmRhIFVsaXRza2EgMzg3IDI2NTA0.jpeg,QW1hbmRhIFVsaXRza2EgNzkgNjU0ODdfYWRt.jpeg,PagBank PagSeguro,Senior UX Designer,"Senior UX Designer com experiência em empresas como PagBank PagSeguro e Mega Sistemas Corporativos, Amanda é graduada em ADS pela FATEC e pós-graduanda em UX Design e em Desenvolvimento Full Stack. ",['UX'],design
155,vanessa-costa,Vanessa,Costa,VmFuZXNzYSBDb3N0YSAxMTc0NiAxNTYyNg==.jpeg,VmFuZXNzYSBDb3N0YSAxMTc0NiAyMTczMiBjb21w.png,ZUP Innovation  | ITAÚ,Product & Service Designer,"Meu objetivo é ajudar a você construir um pensamento estratégico para atuar na área de Experiência do usuário e Inovação. Se você está iniciando na área de UX ou fazendo transição de carreira, saiba que a mentoria será uma parceria, para juntos co-criarmos um projeto incrível. Sou pós-graduada em Marketing Digital e Experiência do usuário pela ESPM-RJ, com graduação em Design Gráfico e técnico em Publicidade e Propaganda. Mais de 13 anos, com muito estudo e trabalho. Já atuei em agências, sturtups, consultorias e empresas de pequeno porte a multinacionais. Hoje atuo em uma das empresas do grupo Itaú que é a ZUP Innovation e colaboro na transformação digital como CX no banco Itaú com o produto crédito com garantias.","['UX', 'PM']",design
156,tiago-furlan,Tiago,Furlan,VGlhZ28gRnVybGFuIDE1MTA1IDMzNzIz.jpeg,VGlhZ28gRnVybGFuIDE1MTA1IDMwMjcgY29tcA==.png,Jusbrasil,Lead Data Scientist,"Olá, sou o Tiago, cientista de dados com passagens por empresas como Nextel, Claro, Rappi e Jusbrasil, busco aplicar a ciência de dados de forma eficaz sempre focando o entendimento do negócio, e buscando agregar valor da forma mais simples e clara.",['DS'],ciência de dados
157,cinthia-leite-gomes-da-silva,Cinthia,Leite,Q2ludGhpYSBMZWl0ZSBHb21lcyBkYSBTaWx2YSAyMzA4OSA0NzQ0OQ==.jpeg,Q2ludGhpYSBMZWl0ZSBHb21lcyBkYSBTaWx2YSAyMzA4OSA0ODk5NCBjb21w.jpeg,Vivo | Telefônica ,Product Designer Coordinator ,"Coordenadora de UX na Vivo, com experiência em empresas como Lojas Renner, Cogna e Capgemini. Pós-graduada em UX pela Universidade Anhembi Morumbi. ",['UX'],design
